Title,URL,LastUpdated
"Use USER INPUT PARAMETER data sources to specify parameters for a report","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-user-input-parameter-data-sources?context=/dynamics365/context/supply-chain","8/12/2022"
"Debug data sources of an executed ER format to analyze data flow and transformation","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-debug-data-sources?context=/dynamics365/context/supply-chain","12/6/2022"
"Support parameterized calls of ER data models","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-data-model-parameterized-calls?context=/dynamics365/context/supply-chain","8/12/2022"
"Configure country/region context dependent ER model mappings","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-country-dependent-model-mapping?context=/dynamics365/context/supply-chain","8/12/2022"
"Manage ER model mapping in separate ER configurations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/tasks/er-manage-model-mapping-configurations-july-2017?context=/dynamics365/context/supply-chain","6/17/2024"
"Manage several derived mappings for a single model root","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-multiple-model-mappings?context=/dynamics365/context/supply-chain","8/12/2022"
"Select data model definitions when you create formats","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/tasks/er-select-data-model-definition-creating-er-format-july-2017?context=/dynamics365/context/supply-chain","6/17/2024"
"Configure ER formats to use parameters that are specified per legal entity","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-app-specific-parameters-configure-format?context=/dynamics365/context/supply-chain","8/12/2022"
"Set up the parameters of an ER format per legal entity","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-app-specific-parameters-set-up?context=/dynamics365/context/supply-chain","8/12/2022"
"Defer the execution of sequence elements in ER formats","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-defer-sequence-element?context=/dynamics365/context/supply-chain","8/12/2022"
"Defer the execution of XML elements in ER formats","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-defer-xml-element?context=/dynamics365/context/supply-chain","8/12/2022"
"Design multilingual reports in Electronic reporting","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-design-multilingual-reports?context=/dynamics365/context/supply-chain","10/2/2025"
"Compress large documents that are generated in Electronic reporting","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-compress-outbound-files?context=/dynamics365/context/supply-chain","5/7/2025"
"Inspect the configured ER component to prevent runtime issues","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-components-inspections?context=/dynamics365/context/supply-chain","9/14/2022"
"Use a relative path in data bindings of ER models and formats","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/relative-path-data-bindings-er-models-format?context=/dynamics365/context/supply-chain","6/17/2024"
"Configure the Electronic reporting (ER) framework","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/electronic-reporting-er-configure-parameters?context=/dynamics365/context/supply-chain","8/22/2025"
"Backup storage of ER templates","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-backup-storage-templates?context=/dynamics365/context/supply-chain","8/12/2022"
"ER migration cleanup","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-migration-cleanup?context=/dynamics365/context/supply-chain","7/16/2025"
"Create configuration providers and mark them as active","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/tasks/er-configuration-provider-mark-it-active-2016-11?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting (ER) destinations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/electronic-reporting-destinations?context=/dynamics365/context/supply-chain","10/2/2025"
"Archive ER destination type","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-destination-type-archive?context=/dynamics365/context/supply-chain","6/17/2024"
"Email ER destination type","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-destination-type-email?context=/dynamics365/context/supply-chain","8/12/2022"
"File destination","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-destination-type-file?context=/dynamics365/context/supply-chain","6/17/2024"
"Power BI destination","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-destination-type-powerbi?context=/dynamics365/context/supply-chain","6/17/2024"
"Printer destination","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-destination-type-print?context=/dynamics365/context/supply-chain","10/2/2025"
"Screen destination","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-destination-type-screen?context=/dynamics365/context/supply-chain","6/17/2024"
"ER Configure destinations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/tasks/er-destinations-2016-11?context=/dynamics365/context/supply-chain","6/17/2024"
"Configure action-dependent ER destinations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-action-dependent-destinations?context=/dynamics365/context/supply-chain","12/12/2022"
"Configure print management record-specific ER destinations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-named-destinations?context=/dynamics365/context/supply-chain","8/12/2022"
"Allow users to set up an ER format reference inquiring a format from the Global repository","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-extended-format-lookup?context=/dynamics365/context/supply-chain","12/17/2024"
"Trace generated report results and compare them with baseline values","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-trace-reports-compare-baseline?context=/dynamics365/context/supply-chain","8/12/2022"
"Improve tracing the results of generated ER reports to compare with baseline values","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-trace-reports-compare-baseline-replace?context=/dynamics365/context/supply-chain","8/12/2022"
"Automate testing with Electronic reporting","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-automate-testing?context=/dynamics365/context/supply-chain","8/12/2022"
"Configure Electronic reporting (ER) to pull data into Power BI","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/general-electronic-reporting-report-configuration-get-data-powerbi?context=/dynamics365/context/supply-chain","8/12/2022"
"Generate printable FTI forms","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-generate-printable-fti-forms?context=/dynamics365/context/supply-chain","8/12/2022"
"Trace the execution of ER formats to troubleshoot performance issues","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/trace-execution-er-troubleshoot-perf?context=/dynamics365/context/supply-chain","8/12/2022"
"Troubleshooting performance issues in ER configurations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-troubleshoot-perf-issues-in-configurations?context=/dynamics365/context/supply-chain","8/12/2022"
"Improve performance of ER solutions by reducing the number of table fields that are fetched at runtime","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-reduce-fetched-fields-number?context=/dynamics365/context/supply-chain","8/12/2022"
"Business document management overview","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-business-document-management?context=/dynamics365/context/supply-chain","1/31/2023"
"Microsoft Office-style user interface in Business document management","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-business-document-management-new-template-ui?context=/dynamics365/context/supply-chain","1/31/2023"
"Add new fields to a business document template in Microsoft Excel","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-bdm-add-field-to-excel-template?context=/dynamics365/context/supply-chain","7/16/2025"
"Update the structure of a business document template","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-bdm-update-structure?context=/dynamics365/context/supply-chain","5/7/2025"
"Extend the list of Electronic reporting (ER) functions","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/general-electronic-reporting-formulas-list-extension?context=/dynamics365/context/supply-chain","6/17/2024"
"ER framework API changes for Application update 7.3","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app73?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting framework API changes for Application update 10.0.11","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app10-0-11?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting framework API changes for Application update 10.0.17","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app10-0-17?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting framework API changes for Application update 10.0.19","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app10-0-19?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting framework API changes for Application update 10.0.21","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app10-0-21?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting framework API changes for Application update 10.0.23","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app10-0-23?context=/dynamics365/context/supply-chain","6/17/2024"
"Electronic reporting framework API changes for Application update 10.0.25","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-apis-app10-0-25?context=/dynamics365/context/supply-chain","6/17/2024"
"Specify a custom storage location for generated documents","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-custom-storage-generated-documents?context=/dynamics365/context/supply-chain","5/7/2025"
"Specify custom storage locations for generated documents","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-custom-storage-generated-files?context=/dynamics365/context/supply-chain","5/7/2025"
"Implement a custom destination for generated documents","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-custom-file-destination?context=/dynamics365/context/supply-chain","5/7/2025"
"Initiate data source values of the USER INPUT PARAMETER type from source code","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-initiate-uip-data-source-value-from-source-code?context=/dynamics365/context/supply-chain","5/7/2025"
"Change code to enable users to configure and use named ER destinations","https://learn.microsoft.com/en-us/dynamics365/fin-ops-core/dev-itpro/analytics/er-api-named-destinations?toc=/dynamics365/finance/toc.json","5/7/2025"
"Inventory management overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-home-page","8/29/2025"
"Advanced quality management overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/advanced-quality-management-overview","5/9/2025"
"Arrival overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/arrival-overview","8/29/2025"
"Set up an item arrival overview profile","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/set-up-item-arrival-overview-profile","4/10/2025"
"Quality and nonconformance management overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-management-processes","8/13/2025"
"Enable quality and nonconformance management","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/enable-quality-management","1/6/2025"
"Quality management test instruments","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-test-instruments","11/5/2025"
"Quality management tests","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-tests","7/29/2025"
"Quality management test variables","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-test-variables","11/1/2024"
"Quality management test groups","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-test-groups","9/19/2025"
"Item quality groups","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-groups","11/1/2024"
"Quality management item sampling","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-item-sampling","10/24/2025"
"Quality associations","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-associations","7/29/2025"
"Workers responsible for approving nonconformances","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-responsible-workers","11/1/2024"
"Problem types for nonconformances","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-problem-types","11/1/2024"
"Quarantine zones for nonconformances","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-quarantine-zones","5/7/2025"
"Diagnostic types for nonconformances","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-diagnostic-types","9/12/2025"
"Nonconformance root cause codes","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-root-cause-codes","9/12/2025"
"Nonconformance work groups","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-nonconformance-workgroup","9/12/2025"
"Operations for nonconformances","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-operations","9/12/2025"
"Charges for nonconformance operations","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-charges","11/1/2024"
"Sample management overview (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-sample-management-overview","10/24/2025"
"Enable and configure sample management (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-sample-management-admin","10/24/2025"
"Set up continuous sampling (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-sample-management-continuous","10/24/2025"
"Initiate an inline sample (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-sample-management-inline","10/24/2025"
"Manage and process samples (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-sample-management-use","10/24/2025"
"Sample management reports and auditing (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-sample-management-audit-reports","10/24/2025"
"Test instrument calibration","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-instrument-calibration","5/9/2025"
"Flexible sampling plans","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-flexible-sampling-plans","5/9/2025"
"Acceptance sampling (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-acceptance-sampling","8/29/2025"
"Quality orders","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-orders","2/28/2025"
"Customer-specific certificate of analysis (COA)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-customer-specific-coa","9/12/2025"
"Inspect the quality of goods","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/inspect-quality-goods","11/1/2024"
"Enter quality test results quickly","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quality-quick-results-entry","9/12/2025"
"Create and process nonconformances","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/create-process-non-conformance","5/9/2025"
"Quarantine orders","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/quarantine-orders","1/6/2025"
"Inventory blocking","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-blocking","8/14/2025"
"Create and maintain an inventory blocking","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/create-maintain-inventory-blocking","1/31/2025"
"Corrective and preventive action (CAPA) management overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/capa-overview","9/12/2025"
"CAPA management administration","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/capa-admin","5/9/2025"
"Set up CAPA case components","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/capa-set-up-case-components","5/9/2025"
"Manage CAPA cases","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/capa-manage-cases","5/9/2025"
"Inventory journals","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-journals","8/29/2025"
"Inventory journal approval workflows","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-journal-workflow","7/15/2025"
"Inventory locations","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-locations","4/10/2025"
"Inventory statuses","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-statuses","4/10/2025"
"Use batch disposition codes to mark batches as available or unavailable","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/batch-disposition-codes","7/31/2025"
"Create a new warehouse layout","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/create-new-warehouse-layout","7/2/2025"
"Maintain bar code types","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/maintain-barcode-types","4/10/2025"
"Check the availability of stock","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/check-availability-stock","8/29/2025"
"Inventory on-hand list","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-on-hand-list","1/27/2025"
"Inventory transaction details","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-transactions-details","11/11/2025"
"Initialize stock levels in the warehouse","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/initialize-stock-levels-warehouse","11/20/2025"
"Link transfer order lines with sales order lines","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/pair-transfer-and-sales-lines","8/29/2025"
"Transfer physical inventory within the warehouse","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/transfer-physical-inventory-within-warehouse","4/10/2025"
"Adjust stock levels in the warehouse (basic warehousing)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/adjust-stock-levels-warehouse-basic-warehousing","4/10/2025"
"Inventory tag counting","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-tag-counting","4/10/2025"
"Count inventory in a warehouse","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/count-inventory-warehouse","4/10/2025"
"Define inventory counting processes","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/define-inventory-counting-processes","4/10/2025"
"Set up consignment","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/consignment","4/10/2025"
"Change the ownership of consignment inventory based on production demand","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/change-ownership-consignment","4/10/2025"
"Create a consignment replenishment order","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/create-consignment-replenishment-order","4/10/2025"
"Monitor consignment inventory using vendor collaboration","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/monitor-consignment-inventory-vendor-collaboration","11/20/2025"
"Item and raw material tracing in inventory, production, and sales","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/trace-items-raw-materials-inventory-production-sales","11/19/2024"
"Trace an item or raw material","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/trace-item-or-raw-material","4/10/2025"
"Merge inventory batches","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/merge-inventory-batches","4/10/2025"
"Correct inventory tracking information","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/tasks/correct-inventory-tracking-information","11/20/2025"
"Working with serialized items","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sales-marketing/register-serial-numbers-sales-process","1/7/2025"
"Outbound process overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/outbound-process","4/10/2025"
"Reserve inventory quantities","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/reserve-inventory-quantities","8/29/2025"
"Reserve the same batch for a sales order","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sales-marketing/reserve-same-batch-sales-order","11/13/2024"
"Inventory On-hand mobile app","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-onhand-mobile-app","8/28/2025"
"Consolidate inventory transactions","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/archive-inventory-transactions","11/5/2025"
"Consolidate inventory transactions FAQ","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-transactions-consolidation-faq","11/20/2025"
"Inventory Visibility Add-in overview","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility","8/14/2025"
"Install and set up Inventory Visibility","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-setup","7/25/2025"
"Set up product search for Inventory Visibility","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-product-search","6/17/2025"
"Enable Inventory Visibility for Commerce","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-commerce-enable","8/14/2025"
"Inventory Visibility app user interface version","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-ui-version-2","6/17/2025"
"Use the Inventory Visibility app UI version 2","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-power-platform","6/17/2025"
"Use the Inventory Visibility app UI version 1","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-power-platform-v1","1/2/2024"
"Search for products using the Inventory Visibility app","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-product-search-app","8/14/2025"
"Configure Inventory Visibility data sources","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-configuration","6/17/2025"
"Inventory Visibility support for WMS items","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-whs-support","7/29/2025"
"Inventory Visibility inventory summary","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-inventory-summary","7/16/2025"
"Preload a streamlined on-hand query","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-preload-on-hand","6/17/2025"
"Run on-hand consistency checks while Inventory Visibility is enabled","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-onhand-consistency-check","4/10/2025"
"Inventory Visibility adjustment offset","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-adjustment-offset","8/13/2025"
"Inventory Visibility reservations","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-reservations","6/17/2025"
"Inventory Visibility inventory allocation","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-allocation","8/13/2025"
"Inventory Visibility on-hand change schedules and ATP","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-available-to-promise","6/17/2025"
"Track time-series inventory in Inventory Visibility","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-track-atp","8/14/2025"
"Inventory Visibility Power BI dashboard","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-dashboard","6/17/2025"
"Inventory Visibility public APIs","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-api","8/13/2025"
"Sync external inventory adjustments through Inventory Visibility","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-sync-changes","8/28/2024"
"Log and view successful API posts","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-track-inventory-log-history","8/14/2025"
"Inventory Visibility diagnostic tool","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-diagnostic-tool","8/14/2025"
"Inventory Visibility tips","https://learn.microsoft.com/en-us/dynamics365/supply-chain/inventory/inventory-visibility-tips","9/26/2025"
"Sensor Data Intelligence home page (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-home-page","1/6/2025"
"Turn on Sensor Data Intelligence for your system (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-enable-feature","5/7/2025"
"Deploy an IoT solution on Azure (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-deploy-iot-solution-on-azure","5/7/2025"
"Sensor Data Intelligence parameters (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-parameters","9/26/2025"
"Set up a simulated sensor for testing (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-set-up-simulated-sensor","7/16/2025"
"Asset downtime scenario (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-scenario-asset-downtime","8/6/2024"
"Asset maintenance scenario (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-scenario-asset-maintenance","1/8/2025"
"Machine status scenario (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-scenario-equipment-downtime","5/7/2025"
"Product quality scenario (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-scenario-product-quality","10/18/2022"
"Production delays scenario (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/sensor-data-intelligence/sdi-scenario-production-delays","10/18/2022"
"IoT Intelligence now replaced by Sensor Data Intelligence","https://learn.microsoft.com/en-us/dynamics365/supply-chain/supply-chain-dev/iot-intelligence-home-page","8/6/2024"
"Master planning home page","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/master-planning-home-page","6/17/2025"
"Get started with master planning","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/planning-optimization/get-started","8/5/2025"
"Master planning system architecture","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/master-planning-architecture","12/6/2024"
"Planning Optimization release process and release history","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/planning-optimization/release-process","11/19/2025"
"Improve scheduling engine performance","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/scheduling-engine-performance","8/22/2025"
"Troubleshoot Planning Optimization","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/planning-optimization/planning-optimization-trouble-shooting","7/21/2025"
"Fix the ""Not enough capacity could be found"" scheduling engine error","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/not-enough-capacity-error-resolution","6/17/2025"
"Cancel a planning job","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/planning-optimization/cancel-planning-job","6/17/2025"
"Lean manufacturing for Planning Optimization (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/lean-for-planning-optimization","10/24/2025"
"Unified developer experience for planning optimization (preview)","https://learn.microsoft.com/en-us/dynamics365/supply-chain/supply-chain-dev/planning-optimization-dev","11/4/2025"
"Planning Optimization extensibility","https://learn.microsoft.com/en-us/dynamics365/supply-chain/supply-chain-dev/extensibility","8/5/2025"
"View plan history and planning logs","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/planning-optimization/plan-history-logs","6/17/2025"
"Date and time parameters used by Planning Optimization","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/planning-optimization/date-time-used","11/3/2022"
"Delays","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/delays","8/25/2025"
"Use tracing for explosion","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/trace-explosion","6/17/2025"
"Make-to-order supply automation","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/make-to-order-supply-automation","8/22/2025"
"Negative days and dynamic negative days","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/more-about-dynamic-negative-days","8/25/2025"
"Dynamic positive days for last-minute orders","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/dynamic-positive-days","6/17/2025"
"Calendars and master planning","https://learn.microsoft.com/en-us/dynamics365/supply-chain/master-planning/supply-chain-calendars-master-planning","1/24/2025"
